Title,DOI,Journal,Published on,Policy citation count,Type,Publisher,Authors,Your tags,ORCIDs
"Preventable Deaths During Widespread Community Hepatitis A Outbreaks — United States, 2016–2022",10.15585/mmwr.mm7242a1,MMWR. Morbidity and Mortality Weekly Report,10/20/2023,2,journal-article,Centers for Disease Control MMWR Office,Megan G Hofmeister - National Center for HIV/AIDS Viral Hepatitis STD and TB Prevention; Neil Gupta - National Center for HIV/AIDS Viral Hepatitis STD and TB Prevention,,
"Prevalence of Diagnosed Arthritis — United States, 2019–2021",10.15585/mmwr.mm7241a1,MMWR. Morbidity and Mortality Weekly Report,10/13/2023,1,journal-article,Centers for Disease Control MMWR Office,,,
"High Influenza Incidence and Disease Severity Among Children and Adolescents Aged &lt;18 Years ― United States, 2022–23 Season",10.15585/mmwr.mm7241a2,MMWR. Morbidity and Mortality Weekly Report,10/13/2023,1,journal-article,Centers for Disease Control MMWR Office,,,
"<i>Notes from the Field:</i> Locally Acquired Mosquito-Transmitted (Autochthonous) <i>Plasmodium falciparum</i> Malaria — National Capital Region, Maryland, August 2023",10.15585/mmwr.mm7241a3,MMWR. Morbidity and Mortality Weekly Report,10/13/2023,1,journal-article,Centers for Disease Control MMWR Office,,,
"Use of the Pfizer Respiratory Syncytial Virus Vaccine During Pregnancy for the Prevention of Respiratory Syncytial Virus–Associated Lower Respiratory Tract Disease in Infants: Recommendations of the Advisory Committee on Immunization Practices — United States, 2023",10.15585/mmwr.mm7241e1,MMWR. Morbidity and Mortality Weekly Report,10/13/2023,14,journal-article,Centers for Disease Control MMWR Office,,,
Applying a Health Equity Lens to Work-Related Motor Vehicle Safety in the United States,10.3390/ijerph20206909,International Journal of Environmental Research and Public Health,10/11/2023,2,journal-article,MDPI AG,Stephanie G Pratt - National Institute for Occupational Safety and Health; Kyla Hagan-Haynes - Colorado School of Public Health; Kyla Hagan-Haynes - University of Colorado Anschutz Medical Campus; Kyla Hagan-Haynes - National Institute for Occupational Safety and Health,,
"<i>QuickStats:</i> Age-Adjusted Death Rates* for Stroke,<sup>†</sup> by Region<sup>§</sup> — National Vital Statistics System, United States, 2001–2021",10.15585/mmwr.mm7240a5,MMWR. Morbidity and Mortality Weekly Report,10/6/2023,1,journal-article,Centers for Disease Control MMWR Office,,,
"Disease Severity of Respiratory Syncytial Virus Compared with COVID-19 and Influenza Among Hospitalized Adults Aged ≥60 Years — IVY Network, 20 U.S. States, February 2022–May 2023",10.15585/mmwr.mm7240a2,MMWR. Morbidity and Mortality Weekly Report,10/6/2023,2,journal-article,Centers for Disease Control MMWR Office,,,
"COVID-19–Associated Hospitalizations Among U.S. Adults Aged ≥65 Years — COVID-NET, 13 States, January–August 2023",10.15585/mmwr.mm7240a3,MMWR. Morbidity and Mortality Weekly Report,10/6/2023,1,journal-article,Centers for Disease Control MMWR Office,,,
"Disparities in COVID-19 Vaccination Status Among Long-Term Care Facility Residents — United States, October 31, 2022–May 7, 2023",10.15585/mmwr.mm7240a4,MMWR. Morbidity and Mortality Weekly Report,10/6/2023,1,journal-article,Centers for Disease Control MMWR Office,,,
"Characteristics and Outcomes Among Adults Aged ≥60 Years Hospitalized with Laboratory-Confirmed Respiratory Syncytial Virus — RSV-NET, 12 States, July 2022–June 2023",10.15585/mmwr.mm7240a1,MMWR. Morbidity and Mortality Weekly Report,10/6/2023,2,journal-article,Centers for Disease Control MMWR Office,,,
Assessing the Impact of 2-Step <i>Clostridioides difficile</i> Testing at the Healthcare Facility Level,10.1093/cid/ciad334,Clinical Infectious Diseases,10/5/2023,1,journal-article,Oxford University Press (OUP),Nicholas Turner - Duke Medical Center; Nicholas Turner - Duke University; Nicholas Turner - Duke University Hospital; Jay Krishnan - Duke Medical Center; Jay Krishnan - Duke University; Jay Krishnan - Duke University Hospital; Alicia Nelson - Duke University Hospital; Alicia Nelson - Duke Medical Center; Alicia Nelson - Duke University; Christopher R Polage - Duke University Health System; Ronda L Cochran - Centers for Disease Control and Prevention; Lucy Fike - Centers for Disease Control and Prevention; David T Kuhar - Centers for Disease Control and Prevention; Preeta K Kutty - Centers for Disease Control and Prevention; Rachel L Snyder - Centers for Disease Control and Prevention; Deverick J Anderson - Duke Medical Center; Deverick J Anderson - Duke University; Deverick J Anderson - Duke University Hospital,,0000-0001-5747-5072; 0000-0001-6882-5496; 0000-0001-7790-9800; 0000-0001-9813-8048; 0000-0002-5455-5007; 0000-0002-8736-9286; 0000-0003-0650-4894; 0000-0003-1433-6886
Serum concentrations of per- and polyfluoroalkyl substances and risk of renal cell carcinoma in the Multiethnic Cohort Study,10.1016/j.envint.2023.108197,Environment International,10/1/2023,1,journal-article,Elsevier BV,"Jongeun Rhee - National Institutes of Health; Jongeun Rhee - National Cancer Institute; Vicky C Chang - National Institutes of Health; Vicky C Chang - National Cancer Institute; Iona Cheng - University of California, San Francisco; Antònia M Calafat - National Center for Environmental Health; Antònia M Calafat - Centers for Disease Control and Prevention; Julianne Cook Botelho - National Center for Environmental Health; Julianne Cook Botelho - Centers for Disease Control and Prevention; Joseph J Shearer - National Heart Lung and Blood Institute; Joseph J Shearer - National Institutes of Health; Joshua N Sampson - National Cancer Institute; Joshua N Sampson - National Institutes of Health; Veronica Wendy Setiawan - University of Southern California; Lynne R Wilkens - Cancer Center of Hawaii; Lynne R Wilkens - University of Hawaiʻi at Mānoa; Lynne R Wilkens - University of Hawaii System; Debra T Silverman - National Institutes of Health; Debra T Silverman - National Cancer Institute; Mark P Purdue - National Institutes of Health; Mark P Purdue - National Cancer Institute; Jonathan N Hofmann - National Institutes of Health; Jonathan N Hofmann - National Cancer Institute",,0000-0001-8408-4536; 0000-0001-8894-0301; 0000-0001-9239-5692; 0000-0002-1043-5812; 0000-0002-1443-7428; 0000-0002-2528-9387; 0000-0002-9796-7482; 0000-0003-1177-3108; 0000-0003-1873-9359; 0000-0003-2875-3365; 0000-0003-4132-2893
One-Year Association of Drug Possession Law Change With Fatal Drug Overdose in Oregon and Washington,10.1001/jamapsychiatry.2023.3416,JAMA Psychiatry,9/27/2023,3,journal-article,American Medical Association (AMA),Spruha Joshi - New York University; Bianca Rivera - New York University; Magdalena Cerdá - New York University; Gery P Guy - National Center for Injury Prevention and Control; Gery P Guy - Centers for Disease Control and Prevention; Andrea E Strahan - National Center for Injury Prevention and Control; Andrea E Strahan - Centers for Disease Control and Prevention; Haven Wheelock - Oregon Museum of Science and Industry; Corey S Davis - New York University; Corey S Davis - National Health Law Program,,
"Thrombocytopenia Associated with Elemental Mercury Poisoning in Two Siblings — Connecticut, July 2022",10.15585/mmwr.mm7238a2,MMWR. Morbidity and Mortality Weekly Report,9/22/2023,1,journal-article,Centers for Disease Control MMWR Office,,,
"Seasonal Trends in Emergency Department Visits for Mental and Behavioral Health Conditions Among Children and Adolescents Aged 5–17 Years — United States, January 2018–June 2023",10.15585/mmwr.mm7238a3,MMWR. Morbidity and Mortality Weekly Report,9/22/2023,2,journal-article,Centers for Disease Control MMWR Office,,,
"<i>QuickStats:</i> Sepsis-Related* Death Rates† Among Persons Aged ≥65 Years, by Age Group and Sex — National Vital Statistics System, United States, 2021",10.15585/mmwr.mm7238a5,MMWR. Morbidity and Mortality Weekly Report,9/22/2023,1,journal-article,Centers for Disease Control MMWR Office,,,
"<i>Notes from the Field</i>: Circulating Vaccine-Derived Poliovirus Type 2 Emergences Linked to Novel Oral Poliovirus Vaccine Type 2 Use — Six African Countries, 2021–2023",10.15585/mmwr.mm7238a4,MMWR. Morbidity and Mortality Weekly Report,9/22/2023,2,journal-article,Centers for Disease Control MMWR Office,,,
"Progress Toward Poliomyelitis Eradication — Afghanistan, January 2022–June 2023",10.15585/mmwr.mm7238a1,MMWR. Morbidity and Mortality Weekly Report,9/22/2023,2,journal-article,Centers for Disease Control MMWR Office,,,
Urban malaria vector bionomics and human sleeping behavior in three cities in Senegal,10.1186/s13071-023-05932-9,Parasites & Vectors,9/19/2023,1,journal-article,Springer Nature,Abdoulaye Diop - U.S. President's Malaria Initiative; Fatou Samba Diago Ndiaye - Cheikh Anta Diop University; Katherine Sturm‐Ramirez - U.S. President's Malaria Initiative; Katherine Sturm‐Ramirez - Centers for Disease Control and Prevention; Lassana Konaté - Cheikh Anta Diop University; Massila Wagué Senghor - Cheikh Anta Diop University; El hadji Diouf - Cheikh Anta Diop University; Abdoulaye Kane Dia - Cheikh Anta Diop University; Seynabou Diedhiou - Cheikh Anta Diop University; Badara Samb - Cheikh Anta Diop University; Doudou Sène - National Office for Sanitation of Senegal; Sarah Zohdy - U.S. President's Malaria Initiative; Sarah Zohdy - Centers for Disease Control and Prevention; Ellen M Dotson - U.S. President's Malaria Initiative; Ellen M Dotson - Centers for Disease Control and Prevention; M L Diouf - U.S. President's Malaria Initiative; M L Diouf - United States Agency for International Development; Valerie Koscelnik - U.S. President's Malaria Initiative; Valerie Koscelnik - United States Agency for International Development; Lilia Gerberg - U.S. President's Malaria Initiative; Lilia Gerberg - United States Agency for International Development; Abdoulaye Bangoura - U.S. President's Malaria Initiative; Abdoulaye Bangoura - Abt Associates (United States); Ousmane Faye - Cheikh Anta Diop University; Tiffany M Clark - U.S. President's Malaria Initiative; Tiffany M Clark - Abt Associates (United States); El Hadji Amadou Niang - Cheikh Anta Diop University; Joseph Chabi - U.S. President's Malaria Initiative; Joseph Chabi - Abt Associates (United States),,0000-0001-5239-1021; 0000-0001-5316-0567; 0000-0001-5611-1998; 0000-0001-6467-7625; 0000-0002-4635-1610; 0000-0003-1988-5403
"Suspected <i>Legionella</i> Transmission from a Single Donor to Two Lung Transplant Recipients — Pennsylvania, May 2022",10.15585/mmwr.mm7237a1,MMWR. Morbidity and Mortality Weekly Report,9/15/2023,1,journal-article,Centers for Disease Control MMWR Office,,,
"Wastewater Surveillance Data as a Complement to Emergency Department Visit Data for Tracking Incidence of Influenza A and Respiratory Syncytial Virus — Wisconsin, August 2022–March 2023",10.15585/mmwr.mm7237a2,MMWR. Morbidity and Mortality Weekly Report,9/15/2023,1,journal-article,Centers for Disease Control MMWR Office,,,
"Interim Effectiveness Estimates of 2023 Southern Hemisphere Influenza Vaccines in Preventing Influenza-Associated Hospitalizations — REVELAC–i Network, March–July 2023",10.15585/mmwr.mm7237e1,MMWR. Morbidity and Mortality Weekly Report,9/15/2023,1,journal-article,Centers for Disease Control MMWR Office,,,
"<i>QuickStats:</i> Age-Adjusted Suicide Rates,* by Method of Suicide<sup>†</sup> — National Vital Statistics System, United States, 2001–2021",10.15585/mmwr.mm7237a4,MMWR. Morbidity and Mortality Weekly Report,9/15/2023,1,journal-article,Centers for Disease Control MMWR Office,,,
"Global diversity and antimicrobial resistance of typhoid fever pathogens: Insights from a meta-analysis of 13,000 Salmonella Typhi genomes",10.7554/elife.85867,eLife,9/12/2023,2,journal-article,"eLife Sciences Publications, Ltd","Zoe A Dyson - London School of Hygiene & Tropical Medicine; Zoe A Dyson - Monash University; Zoe A Dyson - Wellcome Sanger Institute; Danielle J Ingle - Peter Doherty Institute; Danielle J Ingle - University of Melbourne; Mabel Kamweli Aworh - African Field Epidemiology Network; Mabel Kamweli Aworh - North Carolina State University; Ka Lip Chew - National University Hospital; John A Crump - University of Otago; Nicholas A Feasey - University of Liverpool; Nicholas A Feasey - Liverpool School of Tropical Medicine; Nicholas A Feasey - Malawi-Liverpool-Wellcome Trust Clinical Research Programme; Mailis Maes - Cambridge School; Mailis Maes - University of Cambridge; Christopher M Parry - Liverpool School of Tropical Medicine; Sandra Van Puyvelde - Cambridge School; Sandra Van Puyvelde - University of Cambridge; Sandra Van Puyvelde - University of Antwerp; Ayorinde O Afolayan - University of Ibadan; Anna P Alexander - Dr. Ram Manohar Lohia Hospital; Shalini Anandan - Christian Medical College; Jason R Andrews - Stanford University; Philip Ashton - Malawi-Liverpool-Wellcome Trust Clinical Research Programme; Philip Ashton - University of Liverpool; Isaac I Bogoch - University of Toronto; John D Clemens - International Vaccine Institute; John D Clemens - International Centre for Diarrhoeal Disease Research; John D Clemens - Fielding Graduate University; Késia Esther da Silva - Stanford University; Anuradha De - Topiwala National Medical College & BYL Nair Charitable Hospital; Joep de Ligt - Institute of Environmental Science and Research; Paula Díaz-Guevara - Instituto Nacional de Salud; Christiane Dolecek - Angkor Hospital for Children; Christiane Dolecek - University of Oxford; Christiane Dolecek - Mahidol Oxford Tropical Medicine Research Unit; Christiane Dolecek - Mahidol University; Shanta Dutta - National Institute of Cholera and Enteric Diseases; M.M Ehlers - University of Pretoria; M.M Ehlers - National Health Laboratory Service; Denise O Garrett - Sabin Vaccine Institute; Michael A Gordon - University of Liverpool; Andrew R Greenhill - Federation University; Andrew R Greenhill - Papua New Guinea Institute of Medical Research; Madhu Gupta - Institute of Post Graduate Medical Education and Research; Madhu Gupta - Post Graduate Institute of Medical Education and Research; René S Hendriksen - Technical University of Denmark; Robert S Heyderman - Institute of Infection and Immunity; Robert S Heyderman - University College London; Yogesh Hooda - Child Health Research Foundation; Juan Carlos Hormazábal - Instituto de Salud Pública de Chile; Odion O Ikhimiukor - University of Ibadan; Junaid Iqbal - Aga Khan University; Jobin John Jacob - Christian Medical College; Jacob John - Christian Medical College; Gagandeep Kang - Christian Medical College; Abdoulie Kanteh - MRC Unit the Gambia; Arti Kapil - All India Institute of Medical Sciences; Samuel Kariuki - Kenya Medical Research Institute; Robert A Kingsley - Quadram Institute; Myron M Levine - University of Maryland, Baltimore; K L Ravikumar - Kempegowda Institute of Medical Sciences; Stephen P Luby - Stanford University; Grant Mackenzie - MRC Unit the Gambia; Tapfumanei Mashe - Laboratoire National de Référence; Tapfumanei Mashe - World Health Organization - Pakistan; Chisomo Msefula - Kamuzu Central Hospital; Chisomo Msefula - University of Health Science; Ankur Mutreja - Cambridge School; Ankur Mutreja - University of Cambridge; Geetha Nagaraj - Kempegowda Institute of Medical Sciences; Elisabeth Njamkepo - Université Paris Cité; Elisabeth Njamkepo - Institut Pasteur; Iruka N Okeke - University of Ibadan; Sulochana Putli Bai Perumal - Kanchi Kamakoti CHILDS Trust Hospital; Andrew J Pollard - University of Oxford; Andrew J Pollard - Oxford BioMedica (United Kingdom); Andrew J Pollard - Oxford Biomedical Research; Agila Kumari Pragasam - Christian Medical College; Firdausi Qadri - International Centre for Diarrhoeal Disease Research; Farah Naz Qamar - Aga Khan University; Sadia Isfat Ara Rahman - International Centre for Diarrhoeal Disease Research; Savitra Rambocus - Peter Doherty Institute; David A Rasko - University of Maryland, Baltimore; Pallab Ray - Institute of Post Graduate Medical Education and Research; Pallab Ray - Post Graduate Institute of Medical Education and Research; Roy M Robins-Browne - Peter Doherty Institute; Roy M Robins-Browne - University of Melbourne; Roy M Robins-Browne - Royal Children's Hospital; Roy M Robins-Browne - Murdoch Children's Research Institute; Temsunaro Rongsen-Chandola - Society for Applied Studies; Jean Pierre Rutanga - University of Rwanda; Samir K Saha - Child Health Research Foundation; Senjuti Saha - Child Health Research Foundation; Karnika Saigal - Chacha Nehru Bal Chikitsalaya; Mohammad Saiful Islam Sajib - Child Health Research Foundation; Mohammad Saiful Islam Sajib - University of Glasgow; Mohammad Saiful Islam Sajib - Département Santé Animale; Jessica C Seidman - Sabin Vaccine Institute; Jivan Shakya - Dhulikhel Hospital; Varun Shamanna - Kempegowda Institute of Medical Sciences; Jayanthi Shastri - Topiwala National Medical College & BYL Nair Charitable Hospital; Jayanthi Shastri - Kasturba Hospital; Rajeev Shrestha - Dhulikhel Hospital; Rajeev Shrestha - Kathmandu University; Sonia Sia - Research Institute for Tropical Medicine; Michael J Sikorski - University of Maryland, Baltimore; Dipesh Tamrakar - Dhulikhel Hospital; Dipesh Tamrakar - Kathmandu University; Arif Mohammad Tanmoy - Child Health Research Foundation; Maria Thomas - Christian Medical College; M Thomas - Duncan Village Day Hospital; Nicholas R Thomson - Wellcome Sanger Institute; Krista Vaidya - University of California, Davis; Mary Valcanis - Peter Doherty Institute; Balaji Veeraraghavan - Christian Medical College; François‐Xavier Weill - Institut Pasteur; François‐Xavier Weill - Université Paris Cité; Jackie Wright - Institute of Environmental Science and Research; Gordon Dougan - Cambridge School; Gordon Dougan - University of Cambridge; Silvia Argimón - University of Oxford; Jacqueline A Keane - Cambridge School; Jacqueline A Keane - University of Cambridge; David M Aanensen - University of Oxford; Stephen Baker - Cambridge School; Stephen Baker - University of Cambridge; Stephen Baker - Chelsea and Westminster Hospital; Kathryn E Holt - London School of Hygiene & Tropical Medicine; Kathryn E Holt - Monash University",,
